gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
96106140	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	Globicephala melas		SPECIES	Globicephala melas (Traill, 1809)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-44.383333	147.216667	500.0				0.0	0.0	1998-06-15T02:00Z	15	6	1998	2440596	2440596	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5883			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106139	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	Globicephala melas		SPECIES	Globicephala melas (Traill, 1809)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-44.35	148.0	500.0				0.0	0.0	1996-06-12T02:00Z	12	6	1996	2440596	2440596	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5882			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84
96106138	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.866667	121.2	500.0				0.0	0.0	1998-04-15T02:00Z	15	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5880			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106137	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.216667	124.633333	500.0				0.0	0.0	1998-04-13T02:00Z	13	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5879			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106136	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.816667	123.566667	500.0				0.0	0.0	1998-04-09T02:00Z	9	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5878			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106135	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.733333	123.666667	500.0				0.0	0.0	1998-04-09T02:00Z	9	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5877			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106134	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.583333	123.85	500.0				0.0	0.0	1998-04-09T02:00Z	9	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5876			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106133	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.583333	124.283333	500.0				0.0	0.0	1998-04-09T02:00Z	9	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5875			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106132	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-12.566667	122.35	500.0				0.0	0.0	1998-04-04T02:00Z	4	4	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5874			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106131	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.3	121.816667	500.0				0.0	0.0	1998-03-25T01:00Z	25	3	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5873			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106130	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.25	126.033333	500.0				0.0	0.0	1998-03-24T01:00Z	24	3	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5872			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106129	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-12.733333	123.033333	500.0				0.0	0.0	1998-03-20T01:00Z	20	3	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5871			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106128	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-13.516667	125.383333	500.0				0.0	0.0	1998-02-24T01:00Z	24	2	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5870			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106127	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-13.933333	125.566667	500.0				0.0	0.0	1998-02-22T01:00Z	22	2	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5869			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106126	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.15	125.5	500.0				0.0	0.0	1998-02-17T01:00Z	17	2	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5868			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84
96106125	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.083333	125.583333	500.0				0.0	0.0	1998-02-16T01:00Z	16	2	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5867			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106124	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-13.05	130.05	500.0				0.0	0.0	1998-02-15T01:00Z	15	2	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5866			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84
96106123	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-12.083333	122.75	500.0				0.0	0.0	1998-02-12T01:00Z	12	2	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5865			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106122	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.983333	123.266667	500.0				0.0	0.0	1998-01-10T01:00Z	10	1	1998	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5864			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106121	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.4	123.366667	500.0				0.0	0.0	1997-12-03T01:00Z	3	12	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5863			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106120	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU	off Pascoe Island	3693ff90-4c16-11d8-b290-b8a03c50a862	-16.4	123.35	500.0				0.0	0.0	1997-12-18T01:00Z	18	12	1997	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5862			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84
96106119	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-9.1	133.833333	500.0				0.0	0.0	1997-12-18T01:00Z	18	12	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5861			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106118	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.333333	124.333333	500.0				0.0	0.0	1997-12-11T01:00Z	11	12	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5859			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106117	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.416667	124.95	500.0				0.0	0.0	1997-11-20T01:00Z	20	11	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5857			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106116	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.6	124.3	500.0				0.0	0.0	1997-11-18T01:00Z	18	11	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5856			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84
96106115	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.75	123.666667	500.0				0.0	0.0	1997-11-04T01:00Z	4	11	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5854			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106114	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.733333	124.033333	500.0				0.0	0.0	1997-11-04T01:00Z	4	11	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5850			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106111	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera physalus		SPECIES	Balaenoptera physalus (Linnaeus, 1758)	AU	Battery Point	3693ff90-4c16-11d8-b290-b8a03c50a862	-15.516667	124.4	500.0				0.0	0.0	1996-08-28T02:00Z	28	8	1996	2440718	2440718	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5817			CC_BY_4_0					2017-02-16T22:00Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106110	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	East of leading hill	3693ff90-4c16-11d8-b290-b8a03c50a862	-26.283333	153.083333	500.0				0.0	0.0	1996-08-18T02:00Z	18	8	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5813			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106109	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera acutorostrata		SPECIES	Balaenoptera acutorostrata Lacépède, 1804	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-22.083333	150.433333	500.0				0.0	0.0	1997-07-16T02:00Z	16	7	1997	2440728	2440728	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5807			CC_BY_4_0					2017-02-16T21:59Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106108	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera			GENUS	Balaenoptera Lacépède, 1804	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-30.533333	153.05	500.0				0.0	0.0	1996-08-05T02:00Z	5	8	1996	2440708		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5801			CC_BY_4_0					2017-02-16T21:59Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106107	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	off Jervis Bay	3693ff90-4c16-11d8-b290-b8a03c50a862	-35.133333	150.833333	500.0				0.0	0.0	1996-09-23T02:00Z	23	9	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5800			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106106	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena	Eubalaena australis		SPECIES	Eubalaena australis (Desmoulins, 1822)	AU	off Jervis Bay	3693ff90-4c16-11d8-b290-b8a03c50a862	-35.133333	150.833333	500.0				0.0	0.0	1996-09-23T02:00Z	23	9	1996	2440332	2440332	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5799			CC_BY_4_0					2017-02-18T02:51Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106105	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-12.383333	129.9	500.0				0.0	0.0	1996-08-10T02:00Z	10	8	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5797			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106104	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	125km Nof Sandy Islet	3693ff90-4c16-11d8-b290-b8a03c50a862	-15.666667	122.3	500.0				0.0	0.0	1996-07-31T02:00Z	31	7	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5796			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106102	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-12.316667	130.433333	500.0				0.0	0.0	1997-08-11T02:00Z	11	8	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5786			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106101	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	Elizabeth Reef	3693ff90-4c16-11d8-b290-b8a03c50a862	-30.0	159.0	500.0				0.0	0.0	1993-01-22T01:00Z	22	1	1993	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5784			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84
96106100	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU	Elizabeth Reef	3693ff90-4c16-11d8-b290-b8a03c50a862	-30.0	159.0	500.0				0.0	0.0	1993-01-22T01:00Z	22	1	1993	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5783			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84
96106099	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU	near Brittania Seamounts	3693ff90-4c16-11d8-b290-b8a03c50a862	-28.0	157.0	500.0				0.0	0.0	1993-01-20T01:00Z	20	1	1993	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5782			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84
96106098	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-11.466667	136.1	500.0				0.0	0.0	1997-11-09T01:00Z	9	11	1997	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5773			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106097	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	Port River/Out-Hbr brkwater/SA	3693ff90-4c16-11d8-b290-b8a03c50a862	-34.75	138.5	500.0				0.0	0.0	1996-08-18T02:00Z	18	8	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5771			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84
96106096	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena	Eubalaena australis		SPECIES	Eubalaena australis (Desmoulins, 1822)	AU	Port River/Out-Hbr brkwater/SA	3693ff90-4c16-11d8-b290-b8a03c50a862	-34.75	138.5	500.0				0.0	0.0	1996-08-18T02:00Z	18	8	1996	2440332	2440332	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5770			CC_BY_4_0					2017-02-18T02:51Z		GEODETIC_DATUM_ASSUMED_WGS84
96106095	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	Port Noarlunga SA	3693ff90-4c16-11d8-b290-b8a03c50a862	-35.166667	138.416667	500.0				0.0	0.0	1996-07-13T02:00Z	13	7	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5769			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106094	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena	Eubalaena australis		SPECIES	Eubalaena australis (Desmoulins, 1822)	AU	Port Noarlunga SA	3693ff90-4c16-11d8-b290-b8a03c50a862	-35.166667	138.416667	500.0				0.0	0.0	1996-07-13T02:00Z	13	7	1996	2440332	2440332	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5768			CC_BY_4_0					2017-02-18T02:51Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106093	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	Victor Harbour SA	3693ff90-4c16-11d8-b290-b8a03c50a862	-35.666667	138.616667	500.0				0.0	0.0	1996-07-08T02:00Z	8	7	1996	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5767			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106092	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-20.116667	114.983333	500.0				0.0	0.0	1995-11-02T01:00Z	2	11	1995	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5762			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106091	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-20.033333	114.933333	500.0				0.0	0.0	1995-10-31T01:00Z	31	10	1995	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5761			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106090	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala			GENUS	Globicephala Lesson, 1828	AU	coastal Western Australia	3693ff90-4c16-11d8-b290-b8a03c50a862	-20.983333	114.733333	500.0				0.0	0.0	1995-10-28T01:00Z	28	10	1995	2440595		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5760			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106089	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-20.066667	115.6	500.0				0.0	0.0	1995-10-27T01:00Z	27	10	1995	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5759			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106088	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	Globicephala macrorhynchus		SPECIES	Globicephala macrorhynchus Gray, 1846	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-20.066667	115.6	500.0				0.0	0.0	1995-10-27T01:00Z	27	10	1995	2440605	2440605	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5758			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106087	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera			GENUS	Balaenoptera Lacépède, 1804	AU	course, Karumba to Halls Point	3693ff90-4c16-11d8-b290-b8a03c50a862	-16.366667	139.366667	500.0				0.0	0.0	1997-05-11T02:00Z	11	5	1997	2440708		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5747			CC_BY_4_0					2017-02-16T21:59Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106086	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	Globicephala melas		SPECIES	Globicephala melas (Traill, 1809)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-12.916667	141.383333	500.0				0.0	0.0					2440596	2440596	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5746			CC_BY_4_0					2017-02-18T08:31Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106085	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Delphinidae				FAMILY	Delphinidae	AU	Point Hicks Lighthouse	3693ff90-4c16-11d8-b290-b8a03c50a862	-37.833333	149.3	500.0				0.0	0.0	1997-06-22T02:00Z	22	6	1997	5314		HUMAN_OBSERVATION	AADC	NSSD	NSSD-5721			CC_BY_4_0					2017-02-17T22:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106084	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena	Eubalaena australis		SPECIES	Eubalaena australis (Desmoulins, 1822)	AU	Point Hicks Lighthouse	3693ff90-4c16-11d8-b290-b8a03c50a862	-37.833333	149.3	500.0				0.0	0.0	1997-05-25T02:00Z	25	5	1997	2440332	2440332	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5719			CC_BY_4_0					2017-02-18T02:51Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96106083	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena	Eubalaena australis		SPECIES	Eubalaena australis (Desmoulins, 1822)	AU	Point Hicks Lighthouse	3693ff90-4c16-11d8-b290-b8a03c50a862	-37.833333	149.3	500.0				0.0	0.0	1997-05-21T02:00Z	21	5	1997	2440332	2440332	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5717			CC_BY_4_0					2017-02-18T02:51Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
